//星级|名称
Star_Lv1|一星
skilldescription_3100010_8|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_9|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_10|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_11|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_12|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_13|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_14|攻击目标一次，一段时间内提升自身防御
skilldescription_3100010_15|攻击目标一次，一段时间内提升自身防御
skilldescription_3100011_1|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_2|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_3|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_4|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_5|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_6|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_7|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_8|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_9|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_10|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_11|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_12|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_13|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_14|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100011_15|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_1|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_2|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_3|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_4|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_5|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_6|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_7|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_8|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_9|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_10|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_11|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_12|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_13|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_14|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100012_15|攻击目标一次，一段时间内提升自身爆防
skilldescription_3100013_1|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_2|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_3|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_4|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_5|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_6|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_7|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_8|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_9|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_10|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_11|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_12|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_13|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_14|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100013_15|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_1|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_2|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_3|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_4|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_5|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_6|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_7|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_8|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_9|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_10|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_11|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_12|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_13|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_14|攻击目标一次，一段时间内提升自身装甲
skilldescription_3100014_15|攻击目标一次，一段时间内提升自身装甲
skilldescription_3104001_1|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_2|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_3|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_4|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_5|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_6|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_7|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_8|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_9|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_10|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_11|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_12|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_13|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_14|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104001_15|攻击目标一次，一段时间内提升自身爆炸伤害
skilldescription_3104002_1|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_2|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_3|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_4|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_5|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_6|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_7|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_8|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_9|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_10|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_11|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_12|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_13|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_14|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104002_15|攻击目标一次，一段时间内提升自身穿透伤害
skilldescription_3104003_1|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_2|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_3|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_4|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_5|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_6|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_7|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_8|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_9|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_10|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_11|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_12|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_13|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_14|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104003_15|攻击目标一次，一段时间内提升自身燃烧伤害
skilldescription_3104004_1|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_2|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_3|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_4|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_5|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_6|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_7|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_8|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_9|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_10|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_11|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_12|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_13|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_14|攻击目标一次，一段时间内提升自身命中
skilldescription_3104004_15|攻击目标一次，一段时间内提升自身命中
skilldescription_3104005_1|攻击目标一次，一段时间内提升自身闪避
skilldescription_3104005_2|攻击目标一次，一段时间内提升自身闪避
skilldescription_3104005_3|攻击目标一次，一段时间内提升自身闪避
